standardized_smiles,odor_2,odor_3,odor_4,odor_5,odor_6,odor_7,odor_8,odor_9,odor_10,odor_11,odor_12,odor_13,odor_14,odor_15,odor_16,odor_17,odor_18,odor_19,odor_20,odor_21,odor_22,odor_23,odor_24,odor_25,odor_26,odor_27,odor_28
CCCC(=O)OCc1ccc(OC)cc1,Tropical,Floral,Anisic,Plum,Fruity,Buttery,Sweet,,,,,,,,,,,,,,,,,,,,
CCCC(=O)OCc1ccccc1,Apricot,Apple,Tropical,Jasmine,Cheese,Floral,Berry,Pear,Fresh,Plum,Buttery,Fruity,Waxy,Sweet,Peach,Pineapple,,,,,,,,,,,
CCCC(=O)OCc1ccco1,Green,Fruity,Grape,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(=O)Oc1c(C)occc1=O,Strawberry,Berry,Fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,,
CCCC(=O)Oc1ccc(C)cc1,Narcissus,Animal,Phenolic,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(=O)Oc1ccccc1,Floral,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(=O)Oc1ccccc1OC,Nutty,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(=O)SC,Earthy,Tropical,Tomato,Cheese,Green,Eggs,Moldy,Cabbage,Garlic,Sulphurous,Fruity,Musty,,,,,,,,,,,,,,,
CCCC(=O)c1ccccc1,Walnut,Cherry,Camphor,Vanilla,Hazelnut,,,,,,,,,,,,,,,,,,,,,,
CCCC(=O)c1ccco1,Balsamic,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(=O)c1cccs1,Roasted,Meaty,Beefy,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(C)(C)O,Pungent,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(C)(S)CCO,Grapefruit,Onion,Passion fruit,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(C)=O,Sweet,Earthy,Woody,Ether,Apple,Cheese,Strawberry,Fishy,Chocolate,Moldy,Fermented,Fruity,Banana,Winey,Potato,Alcohol,Musty,Pineapple,,,,,,,,,
CCCC(C)C(=O)O,Cheese,Strong,Sour,Pungent,,,,,,,,,,,,,,,,,,,,,,,
CCCC(C)C(=O)OC,Apple,Tropical,Green,Berry,Fruity,Banana,Melon,Sweet,Grape,Pineapple,,,,,,,,,,,,,,,,,
CCCC(C)C(=O)OCC,Apple,Green,Pear,Fresh,Waxy,Fruity,Melon,Natural,Pineapple,,,,,,,,,,,,,,,,,,
CCCC(C)C1OCC(C)(CCC)CO1,Spices,Blossom,Jasmine,Green,Herbal,Floral,Fresh,Oily,,,,,,,,,,,,,,,,,,,
CCCC(C)C=Nc1ccccc1C(=O)OC,Citrus,Green,Cumin,Fruity,Sweet,Grape,,,,,,,,,,,,,,,,,,,,,
CCCC(C)C=O,Earthy,Ether,Cocoa,Cheese,Green,Fruity,Vegetable,Musty,,,,,,,,,,,,,,,,,,,
CCCC(C)CC=O,Green,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(C)COC(=O)C(C)CCC,Jasmine,Floral,Pear,Fruity,Oily,Sweet,Natural,Clean,,,,,,,,,,,,,,,,,,,
CCCC(C)O,Sweet,Fusel,Earthy,Apple,Green,Moldy,Strong,Ripe,Fermented,Banana,Oily,Winey,Alcohol,Disagreeable,Musty,,,,,,,,,,,,
CCCC(C)OC(=O)C(C)CCC,Fruity,Pear,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(C)OC(=O)CC(C)C,Apple,Metallic,Brandy,Cool,Fruity,,,,,,,,,,,,,,,,,,,,,,
CCCC(C)OC(C)=O,Earthy,Nutty,Bean,Animal,Green,Moldy,Herbal,Fruity,Vegetable,Banana,Juicy,Weed,Musty,Orange,Ketonic,,,,,,,,,,,,
CCCC(C)S,Gassy,Sulphurous,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(CC(=O)OC)OC(C)=O,Green,Lettuce,Fruity,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(CC)CCC(=O)O,Goat,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(CC=O)SC,Privet,Grassy,Green,Buttery,"Grassy(Green, Sharp)",,,,,,,,,,,,,,,,,,,,,,
CCCC(CC=O)SC(C)=O,Grapefruit,Citrus,Sweet,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(CCCC(=O)OCC)OC(C)=O,Fruity,Musk,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(CCO)SC,Earthy,Metallic,Spices,Green,Pungent,Wasabi,Leafy,Sulphurous,Vegetable,Melon,Pepper,Musty,,,,,,,,,,,,,,,
CCCC(CCOC(C)=O)SC,Spices,Tropical,Green,Pungent,Sulphurous,Vegetable,,,,,,,,,,,,,,,,,,,,,
CCCC(CCOC(C)=O)SC(C)=O,Apricot,Metallic,Onion,Burnt,Tropical,Green,Buchu,Garlic,Sulphurous,Vegetable,Fruity,Sweet,Peach,Catty,Rubbery,,,,,,,,,,,,
CCCC(N)=O,Nutty,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(O)CC,Fusel,Ether,Apple,Tropical,Medicinal,Green,Cider,Fruity,Rummy,Solvent,Alcohol,Pineapple,,,,,,,,,,,,,,,
CCCC(O)CC(=O)OC,Woody,Ether,Tropical,Ripe,Fruity,Oily,Winey,Juicy,Sweet,Pineapple,,,,,,,,,,,,,,,,,
CCCC(O)CC(=O)OCC,Sweet,Woody,Smokey,Spices,Citrus,Hay,Green,Burnt Wood,Dusty,Berry,Fresh,Fruity,Winey,Strong,Grape,Pineapple,,,,,,,,,,,
CCCC(O)CCC1C(C)CCCC1(C)C,Woody,Dry,Amber,Sawdust,Sandalwood,Powdery,,,,,,,,,,,,,,,,,,,,,
CCCC(O)CCCC(=O)OCC,Apple,Fruity,Pineapple,Sweet,,,,,,,,,,,,,,,,,,,,,,,
CCCC(O)Cc1ccccc1,Green,Earthy,Musty,Sweet,,,,,,,,,,,,,,,,,,,,,,,
CCCC(S)CC=O,Onion,Tropical,Citrus,Green,Fruity,,,,,,,,,,,,,,,,,,,,,,
CCCC(S)CCO,Savory,Grapefruit,Roasted,Meaty,Tropical,Chicken,Guava,Buchu,Sulphurous,Fruity,Juicy,Coffee,Mango,,,,,,,,,,,,,,
CCCC(S)CCOC(C)=O,Tropical,Blackberry,Floral,Pear,Fruity,Raspberry,,,,,,,,,,,,,,,,,,,,,
CCCC1(C(C)(C)C)C=CC(C)O1,Green,Natural,Buchu,Leafy,Anisic,Fruity,Eucalyptus,,,,,,,,,,,,,,,,,,,,
CCCC1C2C=CC(C2)C1C=O,Sweaty,Chrysanthemum,Green,Aldehydic,Wet Air,,,,,,,,,,,,,,,,,,,,,,
CCCC1CC(=O)C=C(C)C1,Celery,Green,Herbal,Fresh,Cumin,,,,,,,,,,,,,,,,,,,,,,
CCCC1CCC(=O)O1,Nutty,Hay,Herbal,Creamy,Fruity,Sweet,Caramel,Powdery,Tonka,Lactonic,,,,,,,,,,,,,,,,,
CCCC1CCCC(=O)O1,Tropical,Green,Dairy,Buttery,Creamy,Sweet,Peach,Tonka,Lactonic,,,,,,,,,,,,,,,,,,
CCCC1CCOC(C)S1,Onion,Tropical,Green,Blackcurrant,Garlic,Sulphurous,Fruity,Passion fruit,Strong,Galbanum,Pineapple,,,,,,,,,,,,,,,,
CCCC1OC1C=CC=O,Nutty,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1OCCC(C)S1,Onion,Garlic,Pear,Fruity,Sweet,Lychee,,,,,,,,,,,,,,,,,,,,,
CCCC=C(C)C(=O)O,Cheese,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=C1OC(=O)c2ccccc21,Celery,Green,Lovage,Herbal,Vegetable,,,,,,,,,,,,,,,,,,,,,,
CCCC=CC(=O)CC,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CC(=O)O,Earthy,Moldy,Herbal,Fruity,Warm,Sweet,Musty,,,,,,,,,,,,,,,,,,,,
CCCC=CC(=O)OC,Green,Fruity,Banana,Honey,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CC(=O)OCC,Green,Fruity,Vegetable,Rummy,Juicy,Sweet,,,,,,,,,,,,,,,,,,,,,
CCCC=CC(=O)OCCCCCC,Green,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CC(C)=O,Woody,Grassy,Nutty,Cheese,Green,Waxy,Creamy,Fruity,Sweet,"Grassy(Green, Sharp)",Caraway,Ketonic,,,,,,,,,,,,,,,
CCCC=CC(OC)OC,Apple,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CC(OCC)OCC,Dry,Apple,Spices,Celery,Green,Root,Fruity,Pepper,Caraway,,,,,,,,,,,,,,,,,,
CCCC=CC1OCC(C)O1,Green,Apple,Fruity,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CC=CC=O,Citrus,Green,Cucumber,Pear,Vegetable,Melon,Oily,Weed,Sea,,,,,,,,,,,,,,,,,,
CCCC=CC=CCO,Waxy,Creamy,Chicken,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CC=O,Cheese,Green,Aldehydic,Herbal,Almond,Vegetable,Sweet,Clean,Spices,Apple,Banana,Strong,Rancid,Grassy,Fruity,"Grassy(Green, Sharp)",Leafy,Fresh,Plum,Bitter,Sharp,,,,,,
CCCC=CCC(=O)O,Rancid,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCC1CCCC1=O,Jasmine,Dairy,Floral,Milky,Oily,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCC1CCCC1O,Tropical,Jasmine,Green,Floral,Waxy,Fruity,Banana,Natural,,,,,,,,,,,,,,,,,,,
CCCC=CCCC(=O)OC,Fresh,Fruity,Pineapple,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCCC(=O)OCC,Citrus,Green,Pear,Fresh,Fruity,Juicy,Pineapple,,,,,,,,,,,,,,,,,,,,
CCCC=CCCC(C)=O,Cheese,Dairy,Herbal,Berry,Fruity,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCCCCC(=O)O,Milky,Dairy,Buttery,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCCCCC=O,Green,Tallow,Cucumber,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCCCO,Earthy,Herbal,Musty,Sweet,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCCO,Earthy,Dry,Grassy,Resin,Green,Herbal,"Grassy(Green, Sharp)",Waxy,Oily,Musty,,,,,,,,,,,,,,,,,
CCCC=CCCOC(C)=O,Tropical,Green,Passion fruit,Vegetable,Banana,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCO,Fusel,Walnut,Green,Strawberry,Herbal,Aldehydic,Almond,Vegetable,Apple,Cortex,Unripe fruit,Pepper,Banana,Green Beans,Narcissus,Alcohol,Orange,Minty,Fruity,Nasturtium,Whiskey,Leafy,Phenolic,Fresh,Unripe,Winey,Raspberry
CCCC=CCOC(=O)C(C)CC,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCOC(=O)CC,Apple,Tropical,Rhubarb,Green,Unripe fruit,Ripe,Pear,Unripe,Fruity,Creamy,Banana,Pulpy fruit,Powdery,,,,,,,,,,,,,,
CCCC=CCOC(=O)CC(C)C,Fusel,Apple,Tropical,Cortex,Green,Pear,Fresh,Waxy,Fruity,Buttery,Vegetable,Banana,Grape,,,,,,,,,,,,,,
CCCC=CCOC(=O)CC1CCCC1,Jasmine,Floral,Pear,Fruity,Lactonic,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCOC(=O)CCC,Apricot,Apple,Grassy,Cortex,Green,Ripe,Fermented,Fresh,Fruity,Banana,Orchid,"Grassy(Green, Sharp)",,,,,,,,,,,,,,,
CCCC=CCOC(=O)CCCC,Apple,Green,Cognac,Unripe,Estery,Fruity,Banana,Winey,Pineapple,,,,,,,,,,,,,,,,,,
CCCC=CCOC(=O)CCCCC,Tea,Apple,Green,Herbal,Cognac,Berry,Pear,Waxy,Fruity,Natural,Clean,,,,,,,,,,,,,,,,
CCCC=CCOC(=O)CCCCCCC,Earthy,Green,Pear,Fruity,Oily,Winey,Musty,,,,,,,,,,,,,,,,,,,,
CCCC=CCOC(=O)Cc1ccccc1,Green,Rummy,Honey,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCOC(=O)c1ccccc1O,Woody,Balsamic,Green,Floral,Orchid,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCOC(C)=O,Privet,Apple,Green,Strawberry,Strong,Leafy,Pear,Fresh,Waxy,Fruity,Banana,Sweet,Peach,Grape,Pineapple,,,,,,,,,,,,
CCCC=CCOC=O,Green,Fruity,Rummy,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=O,Earthy,Ether,Cocoa,Meaty,Apple,Green,Chocolate,Moldy,Malty,Pungent,Pear,Garbage,Creamy,Sweet Garbage,Bready,Musty,,,,,,,,,,,
CCCCC(=O)C(C)=O,Apple,Cheese,Berry,Yoghurt,Buttery,Oily,Pineapple,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)C(C)C,Green,Fruity,Leafy,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)C(CCC)Sc1ccoc1C,Roasted,Meaty,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)C(S)CCC,Grapefruit,Green,Leafy,Fruity,Minty,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)CC,Earthy,Ether,Cheese,Green,Moldy,Fruity,Sweet,Musty,Ketonic,,,,,,,,,,,,,,,,,,
CCCCC(=O)O,Sweaty,Earthy,Rancid,Cheese,Milky,Fruity,Sour,Tobacco,Musty,Acid,Sharp,Sewage,,,,,,,,,,,,,,,
CCCCC(=O)OC,Sweaty,Nutty,Apple,Green,Estery,Fruity,Juicy,Sweet,Tutty-Fruity,Pineapple,,,,,,,,,,,,,,,,,
CCCCC(=O)OC(C)(C)C1CC=C(C)CC1,Fruity,Floral,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)OC(C)C,Fruity,Pineapple,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)OC1CC2CCC1(C)C2(C)C,Woody,Spices,Berry,Camphor,Seedy,Sawdust,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)OCC,Apple,Tropical,Green,Yeasty,Berry,Fruity,Sweet,Strong,Acid,Pineapple,,,,,,,,,,,,,,,,,
CCCCC(=O)OCC(C)C,Apple,Ether,Fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)OCC=C(C)CCC=C(C)C,Rose,Apple,Floral,Fruity,Tobacco,Pineapple,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)OCCC,Ether,Metallic,Animal,Fruity,Pineapple,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)OCCC(C)C,Green,Apple,Fruity,Ripe,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)OCCC(C)CCC=C(C)C,Rose,Honey,Herbal,Floral,Warm,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)OCCCc1ccccc1,Strawberry,Fruity,Floral,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)OCCc1ccccc1,Rose,Fruity,Floral,Leafy,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)OCc1ccccc1,Apple,Strong,Floral,Fruity,Musk,Tobacco,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)OCc1ccco1,Earthy,Apple,Tropical,Cheese,Moldy,Ripe,Fruity,Sweet,Caramel,Musty,Pineapple,,,,,,,,,,,,,,,,
CCCCC(=O)c1ccccc1,Balsamic,Root,Valerian root,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)c1ccco1,Caramel,Fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(C#N)c1ccccc1,Balsamic,Floral,Storax,Narcissus,Plant,Orchid,,,,,,,,,,,,,,,,,,,,,
CCCCC(C(C)=O)C(=O)OCC,Fruity,Winey,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(C)(C)CO,Herbal,Pungent,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(C)=O,Fungal,Meaty,Acetone,Pungent,Buttery,Fruity,Characteristic,,,,,,,,,,,,,,,,,,,,
CCCCC(C)C(=O)O,Savory,Roasted,Chicken,Cheese,Fruity,Oily,Lard,Acid,,,,,,,,,,,,,,,,,,,
CCCCC(C)CCC(=O)O,Earthy,Meaty,Cheese,Green,Dairy,Moldy,Plastic,Mutton,Goat,Milky,Waxy,Creamy,Musty,Lactonic,,,,,,,,,,,,,
CCCCC(C)O,Mushroom,Earthy,Metallic,Grassy,Terpenic,Green,Ripe,Astringent,Dusty,Berry,Fruity,Oily,Winey,Cauliflower,Musty,Chemical,,,,,,,,,,,
CCCCC(C)OC(=O)CCC,Fleshy,Fruity,Banana,Ripe,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(C)OC(C)=O,Apple,Fruity,Sour,Pear,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(C=O)=Cc1ccccc1,Jasmine,Lily,Green,Herbal,Floral,,,,,,,,,,,,,,,,,,,,,,
CCCCC(CC)C(=O)O,Earthy,Cucumber,Moldy,Herbal,Sweet,Musty,,,,,,,,,,,,,,,,,,,,,
CCCCC(CC)C(=O)OCC,Herbal,Fresh,Cumin,Fruity,Orris,Carrot,,,,,,,,,,,,,,,,,,,,,
CCCCC(CC)C1OCCO1,Woody,Metallic,Chrysanthemum,Green,Herbal,Radish,Gardenia,Fruity,Vegetable,Foliage,,,,,,,,,,,,,,,,,
CCCCC(CC)CCC(=O)O,Mutton,Lamb,Meaty,Goat,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(CC)CCC=O,Citrus,Floral,Milky,Waxy,Fruity,Orange,Lactonic,,,,,,,,,,,,,,,,,,,,
CCCCC(CC)CO,Rose,Citrus,Green,Floral,Fresh,Oily,Sweet,,,,,,,,,,,,,,,,,,,,
CCCCC(CC)COC(=O)CC,Pear,Grape,Winey,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(CC)COC(=O)CCS,Savory,Fruity,Sulphurous,Tropical,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(CC)COC(=O)c1ccccc1,Ether,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(CC)COC(=O)c1ccccc1O,Balsamic,Orchid,Floral,Sweet,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(CC)COC(C)=O,Earthy,Humus,Herbal,Musty,Dirt,,,,,,,,,,,,,,,,,,,,,,
CCCCC(CC)CS,Roasted,Meaty,Tropical,Alliaceous,Sulphurous,,,,,,,,,,,,,,,,,,,,,,
CCCCC(CC)OC(C)=O,Rose,Pear,Floral,Sweet,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(CC=O)SC,Green,Roasted,Cooked,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(CO)C(C)=O,Fruity,Spices,Herbal,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(O)C(=O)OCC,Green,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(O)C(C)CCC,Spices,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(O)C(S)CCC,Grapefruit,Bell Pepper,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(O)CC,Lavender,Meaty,Medicinal,Green,Herbal,Pungent,Buttery,Banana,Bitter,Coffee,Minty,,,,,,,,,,,,,,,,
CCCCC(S)CCOC,Green,Fruity,Sulphurous,Tropical,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(S)CCOC(C)=O,Tea,Peach,Fruity,Citrus,,,,,,,,,,,,,,,,,,,,,,,
CCCCC1(CC)CCC(=O)OC1,Root,Costus,Warm,Animal,,,,,,,,,,,,,,,,,,,,,,,
CCCCC1(CCCC)CCC(=O)O1,Buttery,Oily,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC1C=C(C)CC(C)O1,Earthy,Spices,Green,Floral,Vegetable,Musty,Geranium,,,,,,,,,,,,,,,,,,,,
CCCCC1CC(C(C)=O)C(=O)O1,Gardenia,Floral,Jasmine,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC1CCC(=O)O1,Apricot,Spices,Green,Dairy,Herbal,Milky,Almond,Waxy,Creamy,Fruity,Sweet,Caramel,Peach,Tonka,,,,,,,,,,,,,
CCCCC1CCCC(=O)O1,Sweet,Apricot,Nutty,Meaty,Milky,Buttery,Creamy,Oily,Winey,,,,,,,,,,,,,,,,,,
CCCCC1CCCCC(=O)O1,Dry,Celery,Cheese,Milky,Buttery,Creamy,Sweet,Tonka,Lactonic,,,,,,,,,,,,,,,,,,
CCCCC1COC2(CCCC2)O1,Green,Fungal,Floral,Jasmine,,,,,,,,,,,,,,,,,,,,,,,
CCCCC1COCC(C)C1OC(C)=O,Spices,Floral,Jasmine,Parsley,,,,,,,,,,,,,,,,,,,,,,,
CCCCC1OC(=O)C2=C1CCC=C2,Herbal,Celery,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC1OC(=O)C2=CCCCC21,Herbal,Celery,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC1OC(=O)CC1C,Woody,Spices,Burnt,Nutty,Maple,Celery,Green,Lovage,Floral,Toasty,Sweet,Vanilla,Tonka,Lactonic,,,,,,,,,,,,,
CCCCC1OC(=O)c2ccccc21,Herbal,Celery,Phenolic,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC1OC(C)CC(C)(C)O1,Spices,Green,Herbal,Basil,Camomile,,,,,,,,,,,,,,,,,,,,,,
CCCCC1OC1C=CC=O,Metallic,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC1OC1C=O,Green,Citrus,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC1OCC(C)O1,Nutty,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC=C(C=O)CC,Green,"Grassy(Green, Sharp)",Sharp,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC=C1OC(=O)C(C)=C1C,Spices,Celery,Lovage,Dairy,Herbal,Minty,Lactonic,,,,,,,,,,,,,,,,,,,,
CCCCC=CC(=O)O,Ether,Rancid,Grassy,Green,Fruity,"Grassy(Green, Sharp)",,,,,,,,,,,,,,,,,,,,,
CCCCC=CC(C)=O,Mushroom,Earthy,Nutty,Spices,Hay,Green,Herbal,Blueberry,Berry,Buttery,Oily,Lemon,Sweet,Musty,Ketonic,,,,,,,,,,,,
CCCCC=CC(C)O,Mushroom,Green,Waxy,Creamy,Melon,,,,,,,,,,,,,,,,,,,,,,
CCCCC=CC1OC(=O)CC1C,Milky,Nutty,Green,Lactonic,,,,,,,,,,,,,,,,,,,,,,,
CCCCC=CC=CC=O,Chicken,Meaty,Tropical,Green,Cucumber,Water,Fishy,Floral,Pungent,Waxy,Fruity,Vegetable,Juicy,Melon,Strong,Violet Leaves,Geranium,,,,,,,,,,
CCCCC=CC=CCO,Chicken,Green,Cucumber,Aldehydic,Waxy,Vegetable,Melon,,,,,,,,,,,,,,,,,,,,
CCCCC=CC=O,Spices,Apple,Green,Pungent,Almond,Fresh,Fruity,Vegetable,Lemon,Oily,,,,,,,,,,,,,,,,,
CCCCC=CCC(=O)O,Oily,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC=CCC(=O)OCC,Tropical,Fruity,Passion fruit,Winey,Pineapple,,,,,,,,,,,,,,,,,,,,,,
CCCCC=CCCC=O,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC=CCCCC(=O)O,Milky,Buttery,Green,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC=CCCCC(=O)OC(CCCC)CCCCC(=O)O,Jasmine,Green,Floral,Milky,Gardenia,Fruity,Peach,Lactonic,,,,,,,,,,,,,,,,,,,
CCCCC=CCCCC1CCCC(=O)O1,Dairy,Buttery,Fruity,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC=CCCCCC(=O)OCCC(C)C,Rose,Waxy,Floral,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC=CCCCCCCCCCC=O,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC=CCCCCCCCCCCCC=O,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC=CCCCCO,Rose,Waxy,Floral,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC=CCCO,Fusel,Earthy,Spices,Cortex,Green,Herbal,Fresh,Melon,Musty,,,,,,,,,,,,,,,,,,
CCCCC=CCCOC(=O)CC,Honey,Green,Pear,Cantaloupe,Fruity,Artichoke,Melon,,,,,,,,,,,,,,,,,,,,
CCCCC=CCO,Green,Plastic,Pungent,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC=CCOC(C)=O,Tropical,Waxy,Fruity,Kiwi,Sweet,Pineapple,,,,,,,,,,,,,,,,,,,,,
CCCCC=O,Woody,Nutty,Malty,Fermented,Pungent,Acrid,Almond,Berry,Fruity,Bready,Strong,Vanilla,,,,,,,,,,,,,,,
CCCCCC,Alkane,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC#CC(=O)OC,Green,Cucumber,Floral,Leafy,Waxy,Fruity,Vegetable,Melon,Violet Leaves,Violet,,,,,,,,,,,,,,,,,
CCCCCC#CC(=O)OCC,Waxy,Violet Leaves,Oily,Violet,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC#CC(=O)OCCC(C)C,Green,Violet,Leafy,Sweet,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=Cc1ccccc1)C(OC)OC,Jasmine,Lily,Green,Floral,Lemon,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=Cc1ccccc1)C(OCC)OCC,Ether,Jasmine,Green,Aldehydic,Floral,Fruity,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=Cc1ccccc1)CO,Spices,Cinnamyl,Jasmine,Floral,Waxy,Fruity,Alcohol,,,,,,,,,,,,,,,,,,,,
CCCCCC(=Cc1ccccc1)COC(=O)CC(C)C,Tobacco,Fruity,Oily,Hay,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=Cc1ccccc1)COC=O,Green,Oily,Herbal,Sweet,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)C(C)(O)C(C)=O,Earthy,Plastic,Rubbery,Musty,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)C(C)=O,Asparagus,Earthy,Cortex,Aldehydic,Herbal,Dill,Cilantro,Musty,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)C(C)C(C)=O,Burnt,Hay,Fruity,Caramel,Straw,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)C(S)CCCC,Vetiver,Grapefruit,Herbal,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)CC,Mushroom,Earthy,Spices,Lavender,Resin,Cheese,Green,Moldy,Herbal,Fermented,Berry,Fresh,Buttery,Vegetable,Banana,Sweet,Musty,Ketonic,,,,,,,,,
CCCCCC(=O)CCCC(=O)O,Peach,Creamy,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)CCSC,Cheese,Tomato,Vegetable,Citrus,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)O,Cheese,Sweaty,Sour,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OC(C)C,Fresh,Fruity,Pineapple,Berry,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OC1CCCCC1,Fruity,Pineapple,,,,,,,,,,,,,,,,,,,,,,,,,
