standardized_smiles,odor_2,odor_3,odor_4,odor_5,odor_6,odor_7,odor_8,odor_9,odor_10,odor_11,odor_12,odor_13,odor_14,odor_15,odor_16,odor_17,odor_18,odor_19,odor_20,odor_21,odor_22,odor_23,odor_24,odor_25,odor_26,odor_27,odor_28
C=CC(C)=CCC(O)C(=C)C,Camphor,Limonene,Citrus,Terpenic,,,,,,,,,,,,,,,,,,,,,,,
C=CC(C)=CCC1C(C)(O)CCC2C(C)(C)CCCC21C,Balsamic,Woody,Amber,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(C)=CCC1OC1(C)C,Opoponax,Metallic,Lavender,Herbal,Clary sage,Pear,Fresh,Sweet,,,,,,,,,,,,,,,,,,,
C=CC(C)=CCC=C(C)C,Woody,Citrus,Tropical,Terpenic,Green,Herbal,Floral,Vegetable,Warm,Sweet,,,,,,,,,,,,,,,,,
C=CC(C)=CCC=C(C)CCC=C(C)C,Juniper,Woody,Apple,Lavender,Citrus,Green,Floral,Herbal,Bergamot,Neroli,Fruity,Vegetable,Sweet,,,,,,,,,,,,,,
C=CC(C)=CCC=C(C)CCC=C(C)C=O,Citrus,Mandarin,Orange,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(C)=CCCC(=C)C,Clothes,Laundered cloth,Herbal,Floral,Fruity,,,,,,,,,,,,,,,,,,,,,,
C=CC(C)=CCCC(C)(C)O,Citrus,Fresh,Cologne,Limonene,Lemon,Sweet,,,,,,,,,,,,,,,,,,,,,
C=CC(C)=CCCC(C)(C)OC(C)=O,Lavender,Citrus,Floral,Bergamot,Cologne,Fruity,,,,,,,,,,,,,,,,,,,,,
C=CC(C)CCC=C(C)C,Rose,Citrus,Terpenic,Herbal,Floral,,,,,,,,,,,,,,,,,,,,,,
C=CC(C)CCC=C(C)CCC=O,Magnolia,Muguet,Lily,Aldehydic,Floral,,,,,,,,,,,,,,,,,,,,,,
C=CC(C)CCCC(C)(C)O,Marine,Citrus,Water,Herbal,Floral,Fresh,Cologne,Limonene,Weed,Clean,,,,,,,,,,,,,,,,,
C=CC(C)CCCC(C)(C)OC(C)=O,Citrus,Limonene,Lavender,Bergamot,,,,,,,,,,,,,,,,,,,,,,,
C=CC(C)CCCC(C)C,Woody,Pine,Herbal,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(C)CCOC(=O)C(C)=CC,Green,Fruity,Anisic,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(C)O,Green,Gassy,Fermented,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(C=CC)SSC(C=C)C=CC,Sulphurous,Alliaceous,,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(CCC)OC(C)=O,Green,Fruity,Rummy,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(CCCCC)OC(=O)CC,Mushroom,Fungal,,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(CCCCC)OC(=O)CCC,Mushroom,Earthy,Privet,Metallic,Green,Water,Strawberry,Fishy,Moldy,Floral,Waxy,Buttery,Fruity,Orchid,Musty,,,,,,,,,,,,
C=CC(CCCCC)OC(C)=O,Lavender,Green,Herbal,Fresh,Fruity,Oily,,,,,,,,,,,,,,,,,,,,,
C=CC(O)CC,Ether,Chrysanthemum,Tropical,Green,Pungent,Radish,Horseradish,Buttery,Vegetable,Fruity,,,,,,,,,,,,,,,,,
C=CC(O)CC=CCC,Mushroom,Earthy,Metallic,Marine,Green,Herbal,Leafy,Musty,Geranium,,,,,,,,,,,,,,,,,,
C=CC(O)CCC,Earthy,Ether,Metallic,Meaty,Green,Banana,Rummy,Winey,Musty,Acid,,,,,,,,,,,,,,,,,
C=CC(O)CCCC,Mushroom,Earthy,Acrylic,Metallic,Spices,Tomato,Green,Buttery,Fruity,Oily,Musty,,,,,,,,,,,,,,,,
C=CC(O)CCCCC,Mushroom,Earthy,Cheese,Green,Fishy,Herbal,Chicken,Moldy,Raw,Musty,Fungal,Grassy,Creamy,Fruity,Melon,Oily,"Grassy(Green, Sharp)",Violet,Meaty,Humus,,,,,,,
C=CC(O)CCCCCC,Mushroom,Earthy,Green,Creamy,Oily,Musty,,,,,,,,,,,,,,,,,,,,,
C=CC(O)CCCCCCC,Mushroom,Earthy,Fungal,Cheese,Green,Waxy,Fruity,Vegetable,Musty,Ketonic,,,,,,,,,,,,,,,,,
C=CC1(C)CCC(=C(C)C)CC1C(=C)C,Green,Woody,Oily,,,,,,,,,,,,,,,,,,,,,,,,
C=CC1(C)CCC(=O)O1,Fruity,Minty,,,,,,,,,,,,,,,,,,,,,,,,,
C=CC1(C)CCC(C(=C)C)CC1C(=C)C,Fresh,Herbal,Waxy,,,,,,,,,,,,,,,,,,,,,,,,
C=CC1(C)CCC(C(=C)C)O1,Rose,Spices,Terpenic,Green,Cool,Herbal,Floral,Dusty,Phenolic,Fresh,Minty,,,,,,,,,,,,,,,,
C=CC1(C)CCC(C(C)(C)O)CC1C(=C)C,Rose,Woody,Spices,Green,Sweet,,,,,,,,,,,,,,,,,,,,,,
C=CC1(C)CCC(C(C)(C)O)O1,Earthy,Woody,Floral,Sweet,Musty,,,,,,,,,,,,,,,,,,,,,,
C=CC1(C)CCC(C(C)(C)OC(C)=O)O1,Woody,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,
C=CC1(C)CCC(C(C)C)=CC1C(=C)C,Lavender,Woody,Herbal,Sweet,,,,,,,,,,,,,,,,,,,,,,,
C=CC1(C)CCC(C(C)C=O)O1,Floral,Lilac,,,,,,,,,,,,,,,,,,,,,,,,,
C=CC1(C)CCC(O)C(C)(C)O1,Earthy,Musty,Floral,Honey,,,,,,,,,,,,,,,,,,,,,,,
C=CC1(C)CCCC(C)(C)O1,Rose,Woody,Citrus,Cool,Herbal,Floral,Fresh,Camphor,Sweet,Minty,,,,,,,,,,,,,,,,,
C=CC1(C)OC(C)(C)CCC1O,Green,Citrus,,,,,,,,,,,,,,,,,,,,,,,,,
C=CC1(OC(C)=O)CCCCC1C(C)CC,Ambrette,Woody,Dry,Amber,,,,,,,,,,,,,,,,,,,,,,,
C=CC=C(C)CC(C)(O)C=C,Spices,Tropical,Floral,Fennel,Sweet,Ginger,,,,,,,,,,,,,,,,,,,,,
C=CC=CC,Acrid,Petroleum,,,,,,,,,,,,,,,,,,,,,,,,,
C=CC=CC#CCCCCC,Chicken,Tropical,Green,Floral,Fruity,Violet Leaves,Violet,,,,,,,,,,,,,,,,,,,,
C=CC=CC=CC=CCCC,Earthy,Woody,Leafy,Galbanum,Musty,,,,,,,,,,,,,,,,,,,,,,
C=CC=CC=CCC,Green,Plastic,,,,,,,,,,,,,,,,,,,,,,,,,
C=CC=CC=CCCC(=O)CC,Balsamic,Floral,,,,,,,,,,,,,,,,,,,,,,,,,
C=CC=CC=CCCCCC,Citrus,Green,Cucumber,Bell Pepper,Fresh,Diffusive,Waxy,Vegetable,Melon,Powerful,Galbanum,Resin,Pineapple,,,,,,,,,,,,,,
C=CC=CC=O,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CC=O,Cherry,Almond,Fruity,,,,,,,,,,,,,,,,,,,,,,,,
C=CCC(C)C(=O)O,Cheese,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCC(C)C(=O)OCC,Spices,Tropical,Green,Cool,Pungent,Estery,Fruity,Banana,Sweet,Pineapple,,,,,,,,,,,,,,,,,
C=CCC(C)O,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCC(C=CCCCCC)OC(C)=O,Green,Galbanum,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCC(C=O)c1ccccc1,Fruity,Floral,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCC(CC)C(=O)CC,Fishy,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCC(O)C=CCCCCC,Mushroom,Earthy,Musty,Green,,,,,,,,,,,,,,,,,,,,,,,
C=CCC1(O)C(C)(C)CCCCC1(C)C,Earthy,Woody,Root,Camphor,Patchouli,Musty,,,,,,,,,,,,,,,,,,,,,
C=CCC1=C(C)CCC1=O,Green,Lovage,Fenugreek,,,,,,,,,,,,,,,,,,,,,,,,
C=CCC=CCCC(=O)OC,Green,Fruity,Pear,,,,,,,,,,,,,,,,,,,,,,,,
C=CCC=CCCC(=O)OCC,Ether,Pear,Fruity,Passion fruit,Juicy,Sweet,Mango,Pineapple,,,,,,,,,,,,,,,,,,,
C=CCCC(=O)C(=C)C1CCCCC1,Metallic,Tropical,Green,Herbal,Fruity,Weed,Sweet,Orchid,Galbanum,Pineapple,,,,,,,,,,,,,,,,,
C=CCCC(=O)C1=CCCC(C)(C)C1,Earthy,Green,Hyacinth,Fresh,Fruity,Weed,Narcissus,Galbanum,Musty,Pineapple,,,,,,,,,,,,,,,,,
C=CCCC(=O)C1=CCCC2(CCCC2)C1,Green,Galbanum,Fruity,Pineapple,,,,,,,,,,,,,,,,,,,,,,,
C=CCCC(=O)C1CCCC(C)(C)C1,Balsamic,Green,Herbal,Fruity,Galbanum,Fir needle,Pineapple,,,,,,,,,,,,,,,,,,,,
C=CCCC(=O)C=CC1C(C)=CCCC1(C)C,Woody,Spices,Meaty,Tropical,Green,Leather,Floral,Orris,Waxy,Fruity,Weed,Vanilla,,,,,,,,,,,,,,,
C=CCCC(=O)O,Parmesan cheese,Cheese,Dairy,Buttery,Fruity,Caramel,,,,,,,,,,,,,,,,,,,,,
C=CCCC(=O)OCC,Ether,Green,Herbal,Fruity,Warm,Caramel,,,,,,,,,,,,,,,,,,,,,
C=CCCC(=O)c1ccccc1,Opoponax,Lavender,Balsamic,Labdanum,Herbal,Myrrh,,,,,,,,,,,,,,,,,,,,,
C=CCCC(C)=O,Ether,Floral,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCCC1=C(C)C(=O)CCC1(C)C,Tobacco,Woody,Fruity,Floral,,,,,,,,,,,,,,,,,,,,,,,
C=CCCC=O,Roasted,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCCCC(=O)OCC,Fruity,Pineapple,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCCCC1CCCC(=O)O1,Pleasant,Nutty,Creamy,Sweet,,,,,,,,,,,,,,,,,,,,,,,
C=CCCCC=CCOC,Green,Fruity,Violet,,,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCC,Gasoline,Camphor,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCC(C)=O,Apple,Green,Pear,Fruity,Pineapple,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCC(=O)O,Cheese,Green,Waxy,Fruity,Creamy,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCC(=O)OCC,Woody,Quince,Berry,Fruity,Oily,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCC=CCC#N,Citrus,Water,Aldehydic,Fresh,Mandarin,Sweet,Tangerine,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCC=O,Rose,Citrus,Green,Aldehydic,Floral,Fresh,Waxy,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCCC(=O)O,Waxy,Woody,Sweet,,,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCCC(=O)OC,Rose,Earthy,Fungal,Citrus,Honey,Floral,Waxy,Banana,Oily,Winey,Musty,,,,,,,,,,,,,,,,
C=CCCCCCCCCC(=O)OCC,Earthy,Moldy,Cognac,Waxy,Creamy,Fruity,Sweet,Musty,Clean,,,,,,,,,,,,,,,,,,
C=CCCCCCCCCC(=O)OCC(C)C,Waxy,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCCC(=O)OCC=C,Waxy,Fruity,Pineapple,,,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCCC(=O)OCC=C(C)CCC=C(C)C,Rose,Waxy,Floral,Leafy,,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCCC(=O)OCCCC,Fusel,Floral,Waxy,Fruity,Buttery,Winey,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCCC=O,Rose,Marine,Citrus,Green,Floral,Aldehydic,Waxy,Mandarin,Sweet,Orange,,,,,,,,,,,,,,,,,
C=CCCCCCCCCCC(=O)O,Aldehydic,Citrus,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCCCO,Citrus,Ozone,Floral,Fresh,Waxy,Clean,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCCCOC(C)=O,Rose,Clothes,Laundered cloth,Meaty,Sharp,Cheese,Dairy,Fresh,Waxy,Fruity,Clean,Licorice,,,,,,,,,,,,,,,
C=CCCCCCCCCCOCCC#N,Fruity,Pineapple,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCCO,Rose,Aldehydic,Floral,Fresh,Waxy,Clean,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCCOC(=O)CC,Rose,Floral,Amber,Fresh,Waxy,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCCCCCOC(C)=O,Magnolia,Rose,Peony,Floral,Ambrette,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCN=C=S,Green,Wasabi,Pungent,,,,,,,,,,,,,,,,,,,,,,,,
C=CCCCCO,Green,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCCCN=C=S,Green,Pungent,Radish,Wasabi,Horseradish,Vegetable,,,,,,,,,,,,,,,,,,,,,
C=CCCCOC(C)=O,Acrylic,Metallic,Meaty,Cooked,Green,Plastic,Sulphurous,Vegetable,Weed,,,,,,,,,,,,,,,,,,
C=CCCN=C=S,Green,Pungent,Radish,Wasabi,Horseradish,Vegetable,Aromatic,,,,,,,,,,,,,,,,,,,,
C=CCN=C=S,Sulphurous,Onion,Pungent,Garlic,,,,,,,,,,,,,,,,,,,,,,,
C=CCO,Alliaceous,Pungent,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCOC(=O)C(C)=CC,Green,Fruity,Berry,,,,,,,,,,,,,,,,,,,,,,,,
C=CCOC(=O)C(CC)CC,Ether,Nutty,Cherry,Fruity,Peach,,,,,,,,,,,,,,,,,,,,,,
C=CCOC(=O)C=CC=CC,Fruity,Pineapple,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCOC(=O)C=Cc1ccccc1,Apricot,Spices,Cinnamyl,Balsamic,Plum,Fruity,Weed,Peach,Pineapple,,,,,,,,,,,,,,,,,,
C=CCOC(=O)CC,Apricot,Ether,Apple,Acrylic,Tropical,Alliaceous,Ripe,Fruity,Sharp,,,,,,,,,,,,,,,,,,
C=CCOC(=O)CC(C)C,Apple,Cherry,Pungent,Fruity,Banana,Winey,Sweet,Pineapple,,,,,,,,,,,,,,,,,,,
C=CCOC(=O)CC(C)CC(C)(C)C,Fruity,Spices,Pineapple,,,,,,,,,,,,,,,,,,,,,,,,
C=CCOC(=O)CC1CCCCC1,Apricot,Green,Ripe,Waxy,Fruity,Sweet,Peach,Pineapple,,,,,,,,,,,,,,,,,,,
C=CCOC(=O)CCC,Apricot,Tropical,Green,Pungent,Waxy,Fruity,Sweet,Peach,Pineapple,,,,,,,,,,,,,,,,,,
C=CCOC(=O)CCC1CCCCC1,Apple,Tropical,Balsamic,Green,Waxy,Fruity,Sweet,Candy,Pineapple,,,,,,,,,,,,,,,,,,
C=CCOC(=O)CCCC,Pineapple,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCOC(=O)CCCC(C)(C)CC,Rose,Sweet,Fruity,Musk,,,,,,,,,,,,,,,,,,,,,,,
C=CCOC(=O)CCCC1CCCCC1,Fruity,Pineapple,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCOC(=O)CCCCC,Ether,Tropical,Cognac,Estery,Fruity,Rummy,Juicy,Sweet,Alcohol,Pineapple,,,,,,,,,,,,,,,,,
C=CCOC(=O)CCCCC1CCCCC1,Apricot,Apple,Fruity,Peach,Pineapple,,,,,,,,,,,,,,,,,,,,,,
C=CCOC(=O)CCCCCC,Fusel,Apricot,Ripe,Fermented,Cognac,Berry,Waxy,Fruity,Banana,Sweet,Pineapple,,,,,,,,,,,,,,,,
C=CCOC(=O)CCCCCC1CCCCC1,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCOC(=O)CCCCCCC,Tropical,Green,Waxy,Fruity,Buttery,Banana,Sweet,Pineapple,,,,,,,,,,,,,,,,,,,
C=CCOC(=O)CCCCCCCC,Cortex,Waxy,Fruity,Creamy,Winey,Sweet,Pineapple,,,,,,,,,,,,,,,,,,,,
C=CCOC(=O)CCCCCCCCC,Fruity,Pineapple,Sweet,,,,,,,,,,,,,,,,,,,,,,,,
C=CCOC(=O)COC1CCCCC1,Woody,Spices,Green,Herbal,Leafy,Fruity,Galbanum,Pineapple,,,,,,,,,,,,,,,,,,,
C=CCOC(=O)COCCC(C)C,Fusel,Green,Waxy,Estery,Fruity,Galbanum,Pineapple,,,,,,,,,,,,,,,,,,,,
C=CCOC(=O)COc1ccccc1,Cocoa,Honey,Green,Fresh,Fruity,Sweet,Camomile,Pineapple,,,,,,,,,,,,,,,,,,,
C=CCOC(=O)Cc1ccccc1,Sweet,Fruity,Rummy,Honey,,,,,,,,,,,,,,,,,,,,,,,
C=CCOC(=O)c1ccccc1,Cherry,Floral,Berry,Fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,
C=CCOC(=O)c1ccccc1N,Green,Floral,Leafy,Heliotrope,Grape,,,,,,,,,,,,,,,,,,,,,,
C=CCOC(=O)c1ccccc1O,Fruity,Herbal,Banana,Pineapple,,,,,,,,,,,,,,,,,,,,,,,
C=CCOC(=O)c1ccco1,Caramel,Fruity,Jammy,,,,,,,,,,,,,,,,,,,,,,,,
C=CCOC(C)=O,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCOC1CC2CC1C1C=CCC21,Woody,Herbal,Floral,Anisic,Fruity,,,,,,,,,,,,,,,,,,,,,,
C=CCOC=O,Ether,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCOCCO,Mushroom,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCOCCc1ccccc1,Mushroom,Fruity,Green,Honey,,,,,,,,,,,,,,,,,,,,,,,
C=CCS,Roasted,Burnt,Onion,Meaty,Cooked,Alliaceous,Garlic,Sulphurous,,,,,,,,,,,,,,,,,,,
C=CCSC,Sulphurous,Onion,Alliaceous,Garlic,,,,,,,,,,,,,,,,,,,,,,,
C=CCSC(=O)CC,Onion,Green,Alliaceous,Garlic,Fresh,Gassy,,,,,,,,,,,,,,,,,,,,,
C=CCSCC(N)C(=O)O,Roasted,Cooked,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCSCC=C,Metallic,Onion,Green,Pungent,Garlic,Radish,Horseradish,Sulphurous,Vegetable,,,,,,,,,,,,,,,,,,
C=CCSCCC,Green,Onion,Alliaceous,Garlic,,,,,,,,,,,,,,,,,,,,,,,
C=CCSSC,Onion,Green,Alliaceous,Garlic,Sulphurous,,,,,,,,,,,,,,,,,,,,,,
C=CCSSCC=C,Metallic,Onion,Green,Alliaceous,Garlic,Sulphurous,,,,,,,,,,,,,,,,,,,,,
C=CCSSCCC,Onion,Green,Alliaceous,Garlic,Sulphurous,,,,,,,,,,,,,,,,,,,,,,
C=CCSSSC,Onion,Alliaceous,Garlic,Sulphurous,Creamy,,,,,,,,,,,,,,,,,,,,,,
C=CCSSSCC=C,Metallic,Onion,Green,Alliaceous,Garlic,Sulphurous,,,,,,,,,,,,,,,,,,,,,
C=CCSSSCCC,Sulphurous,Onion,Alliaceous,Garlic,,,,,,,,,,,,,,,,,,,,,,,
C=CCSSSSCC=C,Sulphurous,Onion,Garlic,,,,,,,,,,,,,,,,,,,,,,,,
C=CCS[S+]([O-])CC=C,Garlic,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1cc(OC)c(O)c(OC)c1,Bacon,Woody,Smokey,Roasted,Burnt,Meaty,Floral,Phenolic,Sweet,Ham,,,,,,,,,,,,,,,,,
C=CCc1cc(OC)c(OC)c(OC)c1,Spices,Floral,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1cc(OC)c2c(c1)OCO2,Balsamic,Woody,Spices,Warm,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1cc(OC)c2c(c1OC)OCO2,Herbal,Parsley,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1cc2c(c(OC)c1OC)OCO2,Woody,Spices,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1cc2c(cc1OC)OCO2,Spices,Pepper,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1ccc(O)c(-c2cc(CC=C)ccc2O)c1,Bitter,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1ccc(O)c(OC)c1,Sweet,Bacon,Woody,Smokey,Dry,Spices,Savory,Honey,Cinnamyl,Allspice,Pungent,Phenolic,Clove,Strong,Ham,,,,,,,,,,,,
C=CCc1ccc(O)cc1,Herbal,Medicinal,Phenolic,,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1ccc(OC(=O)CC(C)C)c(OC)c1,Fruity,Spices,Clove,,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1ccc(OC(=O)Cc2ccccc2)c(OC)c1,Sweet,Carnation,Spices,Honey,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1ccc(OC(=O)c2ccccc2)c(OC)c1,Balsamic,Spices,Clove,,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1ccc(OC(C)=O)c(OC)c1,Sweet,Spices,Balsamic,Carnation,Malty,Fresh,Fruity,Clove,,,,,,,,,,,,,,,,,,,
C=CCc1ccc(OC)c(O)c1,Carnation,Spices,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1ccc(OC)c(OC)c1,Earthy,Green,Chocolate,Vegetable,Sweet,Woody,Spices,Moldy,Pepper,Anisic,Banana,Musty,Apricot,Cinnamyl,Waxy,Creamy,Fruity,Oily,Vanilla,Carnation,Phenolic,Fresh,Plum,Warm,Clove,Peach,Raspberry
C=CCc1ccc(OC)cc1,Sassafrass,Spices,Green,Herbal,Phenolic,Anisic,Fennel,Harsh,Sweet,Minty,Alcohol,Vanilla,Ammonia,Licorice,,,,,,,,,,,,,
C=CCc1ccc(OC2OC(CO)C(O)C(O)C2O)c(OC)c1,Eugenol,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1ccc(OC=O)c(OC)c1,Orris,Woody,Warm,Dry,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1ccc(OCc2ccccc2)c(OC)c1,Spices,Hay,Balsamic,Floral,Warm,,,,,,,,,,,,,,,,,,,,,,
C=CCc1ccc2c(c1)OCO2,Sassafrass,Woody,Spices,Floral,Anisic,Warm,Sweet,,,,,,,,,,,,,,,,,,,,
C=CCc1cccc(OC)c1O,Phenolic,Smokey,Spices,Sweet,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1ccccc1,Paint,,,,,,,,,,,,,,,,,,,,,,,,,,
C=COCCCCCCCCCC,Rose,Clothes,Laundered cloth,Fresh,Waxy,Powdery,Clean,,,,,,,,,,,,,,,,,,,,
C=Cc1c(C)cccc1C,Gasoline,,,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1cc(OC)c(O)c(OC)c1,Leather,Animal,Phenolic,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1ccc(O)c(OC)c1,Woody,Roasted,Dry,Spices,Apple,Amber,Fresh,Peanut,Clove,Cedar,Winey,,,,,,,,,,,,,,,,
C=Cc1ccc(O)cc1,Sweet (Medicinal),Earthy,Sweet Organic Chemical,Meaty,Medicinal,Moldy,Phenolic,Almond,Sweet,Musty,Chemical,,,,,,,,,,,,,,,,
C=Cc1ccc(OC)c(OC)c1,Cortex,Green,Floral,Fruity,Weed,,,,,,,,,,,,,,,,,,,,,,
C=Cc1ccccc1,Sweet (Medicinal),Gasoline,Medicinal,Balsamic,Plastic,Floral,Sweet,Glue,,,,,,,,,,,,,,,,,,,
C=Cc1ccccc1OC,Green,Ether,Nutty,Herbal,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1cncc(CC)n1,Baked,Buttery,Baked potato,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1ncc(C)nc1C,Earthy,Moldy,Musty,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1ncc(C)nc1CC,Earthy,Musty,,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1sc(C)nc1C,Cocoa,Nutty,Meaty,,,,,,,,,,,,,,,,,,,,,,,,
C=Cc1scnc1C,Earthy,Cocoa,Nutty,Root,Chocolate,Moldy,Beer,Vegetable,Musty,,,,,,,,,,,,,,,,,,
CC(=CC#N)CCc1ccccc1,Rose,Citral,Cinnamyl,Citrus,Balsamic,Floral,Fruity,Vegetable,Lemon,,,,,,,,,,,,,,,,,,
CC(=CC(C)C)C(=O)O,Sweaty,Animal,Honey,Cheese,Floral,Creamy,Fruity,Sour,Sweet,Acid,,,,,,,,,,,,,,,,,
CC(=CC1=C(C)CCCC1(C)C)C(C)O,Vetiver,Woody,Acetic,,,,,,,,,,,,,,,,,,,,,,,,
CC(=CC=O)CCC1CC1(C)C,Citrus,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=CC=O)CCC=C(C)CC(C)C,Waxy,Fruity,Aldehydic,Floral,,,,,,,,,,,,,,,,,,,,,,,
CC(=CCC(C)C=O)C(C)C,Ozone,Green,Fresh,Melon,Sweet,,,,,,,,,,,,,,,,,,,,,,
CC(=CCC1CC=C(C)C1(C)C)C(C)O,Woody,Spices,Oily,Sandalwood,Powdery,,,,,,,,,,,,,,,,,,,,,,
CC(=CCC1CC=C(C)C1(C)C)CO,Woody,Milky,Waxy,Creamy,Musk,Sandalwood,,,,,,,,,,,,,,,,,,,,,
CC(=CCO)CCCC(C)CCCC(C)CCCC(C)C,Jasmine,Balsamic,Green,Floral,Waxy,Powdery,,,,,,,,,,,,,,,,,,,,,
CC(=Cc1ccccc1)CO,Oriental,Balsamic,Floral,Storax,Sweet,,,,,,,,,,,,,,,,,,,,,,
CC(=O)C(=O)C(C)C,Buttery,Fruity,Creamy,Sweet,Brown,,,,,,,,,,,,,,,,,,,,,,
CC(=O)C(=O)CC(C)C,Buttery,Fruity,Creamy,Sweet,Brown,Sharp,,,,,,,,,,,,,,,,,,,,,
CC(=O)C(=O)O,Acetic,Meaty,Green,Creamy,Sour,Winey,Caramel,Coffee,"Grassy(Green, Sharp)",Acid,Sharp,,,,,,,,,,,,,,,,
CC(=O)C(=O)OCCC(C)C,Balsamic,Alcohol,Fruity,Rummy,Sweet,Caramel,,,,,,,,,,,,,,,,,,,,,
CC(=O)C(=O)c1ccccc1,Medicinal,Honey,Green,Plastic,Pungent,Buttery,Vegetable,Pepper,,,,,,,,,,,,,,,,,,,
CC(=O)C(=O)c1cccs1,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)C(C)=C(C)C(C)C(C)(C)C,Woody,Balsamic,Pine,Floral,Orris,Violet,,,,,,,,,,,,,,,,,,,,,
CC(=O)C(C)=CC1=C(C)CCCC1(C)C,Woody,Floral,Amber,Orris,Waxy,,,,,,,,,,,,,,,,,,,,,,
CC(=O)C(C)=CC1C(C)=CCCC1(C)C,Woody,Floral,Orris,Powdery,Sweet,Violet,,,,,,,,,,,,,,,,,,,,,
CC(=O)C(C)=CCC1CC=C(C)C1(C)C,Woody,Floral,Orris,Sandalwood,Powdery,,,,,,,,,,,,,,,,,,,,,,
CC(=O)C(C)=Cc1ccccc1,Camphor,Berry,Fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)C(C)=O,Quinoline,Strong,Pungent,Chlorinous,Buttery,Creamy,Sweet,Caramel,,,,,,,,,,,,,,,,,,,
